ID,code,description,startTime,filedTime,processTimeInMs,participantId,workerId,group,workshopCode,workshopDate,scenarioCode,modelElementCode,modelElementLabel,defectType,trueDefectCode,trueDefectDescription,trueDefectType,trueDefectSeverity,interpretation
7817,I1733363532W44609602," ",2018-06-09T11:55:03Z,2018-06-09T11:55:19Z,16000,01529243,44609602,B,WS4,2018-06-09,Sc7,DS11_Gr1_EME23_EntA,order.canceled?,SUPERFLUOUS_EME,,,,,4353
7818,I1733363532W44609594," ",2018-06-09T11:55:45Z,2018-06-09T11:55:56Z,11000,01426086,44609594,B,WS4,2018-06-09,Sc7,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
7819,I1733363532W44609588," ",2018-06-09T11:55:28Z,2018-06-09T11:55:57Z,29000,01427944,44609588,B,WS4,2018-06-09,Sc7,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
7820,I1733363532W44609593," ",2018-06-09T11:55:48Z,2018-06-09T11:56:05Z,17000,01526015,44609593,B,WS4,2018-06-09,Sc7,DS11_Gr1_EME23_EntA,order.canceled?,SUPERFLUOUS_EME,,,,,4353
7821,I1733363532W44609582," ",2018-06-09T11:56:06Z,2018-06-09T11:56:15Z,9000,01427727,44609582,B,WS4,2018-06-09,Sc7,DS11_Gr1_EME23_EntA,order.canceled?,SUPERFLUOUS_EME,,,,,4353
7822,I1733363533W44573988," ",2018-05-23T11:53:52Z,2018-05-23T11:54:11Z,19000,01525408,44573988,B,WS1,2018-05-23,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
7823,I1733363533W44573971," ",2018-05-23T11:54:16Z,2018-05-23T11:54:29Z,13000,01501940,44573971,B,WS1,2018-05-23,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),SUPERFLUOUS_EME,,,,,4353
7824,I1733363533W44573977," ",2018-05-23T11:54:26Z,2018-05-23T11:54:42Z,16000,01525664,44573977,B,WS1,2018-05-23,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
7825,I1733363533W44578765," ",2018-05-25T11:40:49Z,2018-05-25T11:41:09Z,20000,01327702,44578765,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
7826,I1733363533W44572562," ",2018-05-25T11:47:54Z,2018-05-25T11:48:20Z,26000,01226737,44572562,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
7827,I1733363533W44578768," ",2018-05-25T11:49:34Z,2018-05-25T11:50:35Z,61000,01525326,44578768,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
7828,I1733363533W44578770," ",2018-05-25T11:50:05Z,2018-05-25T11:51:13Z,68000,01425076,44578770,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
7829,I1733363533W44578771," ",2018-05-25T11:49:37Z,2018-05-25T11:51:14Z,97000,01625723,44578771,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
7830,I1733363533W44578782," ",2018-05-25T11:49:58Z,2018-05-25T11:51:45Z,107000,01634247,44578782,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),SUPERFLUOUS_EME,,,,,4353
7831,I1733363533W44578783," ",2018-05-25T11:50:07Z,2018-05-25T11:52:11Z,124000,01502712,44578783,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
7832,I1733363534W44572562," ",2018-05-25T11:56:41Z,2018-05-25T11:56:58Z,17000,01226737,44572562,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
7833,I1733363534W44580770," ",2018-05-26T11:49:09Z,2018-05-26T11:49:41Z,32000,01429249,44580770,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
7834,I1733363534W44580778," ",2018-05-26T11:48:56Z,2018-05-26T11:49:52Z,56000,1329436,44580778,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),SUPERFLUOUS_EME,,,,,4353
7835,I1733363534W44580766," ",2018-05-26T11:49:59Z,2018-05-26T11:50:22Z,23000,01428195,44580766,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
7836,I1733363534W44580760," ",2018-05-26T11:50:24Z,2018-05-26T11:50:42Z,18000,01634073,44580760,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
7837,I1733363534W44580775," (customer(1) + orders + order(0..n)); one customer could only have maximum 1 invoice;critical",2018-05-26T11:50:14Z,2018-05-26T11:51:15Z,61000,01426436,44580775,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),WRONG,,,,,4353
7838,I1733363534W44580759," ",2018-05-26T11:52:31Z,2018-05-26T11:53:33Z,62000,00304071,44580759,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),SUPERFLUOUS_EME,,,,,4353
7839,I1733363534W44580762," ",2018-05-26T11:52:48Z,2018-05-26T11:53:52Z,64000,01525084,44580762,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),SUPERFLUOUS_EME,,,,,4353
7840,I1733363534W44580761," ",2018-05-26T11:54:23Z,2018-05-26T11:55:07Z,44000,1429462,44580761,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
7841,I1733363534W44609582," ",2018-06-09T11:44:17Z,2018-06-09T11:45:10Z,53000,01427727,44609582,B,WS4,2018-06-09,Sc7,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
7842,I1733363535W44573988," multicipicity of set menu should be 0..n, it is 0..1, important",2018-05-23T11:56:06Z,2018-05-23T11:56:59Z,53000,01525408,44573988,B,WS1,2018-05-23,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7843,I1733363535W44578765," An order doesn't have to contain a set menu; Multiplicity for setMenu implies that every order has to have at least one set menu; critical",2018-05-25T11:44:04Z,2018-05-25T11:46:19Z,135000,01327702,44578765,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7844,I1733363535W44572562," (order(0..n) + orderedSetMenu + setMenu(0..n)) should be modeled; (order(0..n) + orderedSetMenu + setMenu(1..n)) is modeled which would mean stat a order needs to order a setMenu everytime; Critical Defect",2018-05-25T11:52:43Z,2018-05-25T11:54:51Z,128000,01226737,44572562,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7845,I1733363535W44578768," ",2018-05-25T11:55:35Z,2018-05-25T11:56:32Z,57000,01525326,44578768,B,WS2,2018-05-25,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),SUPERFLUOUS_EME,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7846,I1733363535W44580770," order(0..n) + orderedSetMenu + setMenu(1..n))",2018-05-26T11:45:41Z,2018-05-26T11:46:26Z,45000,01429249,44580770,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7847,I1733363535W44580766," ",2018-05-26T11:45:16Z,2018-05-26T11:46:40Z,84000,01428195,44580766,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),MISSING,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7848,I1733363535W44580762," ",2018-05-26T11:45:27Z,2018-05-26T11:47:06Z,99000,01525084,44580762,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),SUPERFLUOUS_EME,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7849,I1733363535W44580778," ",2018-05-26T11:46:39Z,2018-05-26T11:47:23Z,44000,1329436,44580778,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),SUPERFLUOUS_EME,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7850,I1733363535W44580775," (order(0..n) + orderedSetMenu + setMenu(0..n)); every order had to have minimum one setMenu; critical",2018-05-26T11:46:39Z,2018-05-26T11:47:42Z,63000,01426436,44580775,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7851,I1733363535W44580760," multiplicity in the model is (order(0..n) + orderedSetMenu + setMenu(1..n)) instead of (order(0..n) + orderedSetMenu + setMenu(0..n))",2018-05-26T11:47:07Z,2018-05-26T11:48:32Z,85000,01634073,44580760,B,WS3,2018-05-26,Sc7,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
7852,I1733363536W44573971," ",2018-05-23T11:50:06Z,2018-05-23T11:50:58Z,52000,01501940,44573971,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,NO_DEFECT,,,,,4353
7853,I1733363536W44573988," ",2018-05-23T11:51:49Z,2018-05-23T11:52:13Z,24000,01525408,44573988,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,NO_DEFECT,,,,,4353
7854,I1733363536W44573977," ",2018-05-23T11:52:18Z,2018-05-23T11:52:33Z,15000,01525664,44573977,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,SUPERFLUOUS_EME,,,,,4353
7855,I1733363536W44573975," ",2018-05-23T11:52:04Z,2018-05-23T11:52:53Z,49000,01526013,44573975,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,SUPERFLUOUS_EME,,,,,4353
7856,I1733363536W44573974," ",2018-05-23T11:52:27Z,2018-05-23T11:53:16Z,49000,01417912,44573974,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,NO_DEFECT,,,,,4353
7857,I1733363536W44573978," ",2018-05-23T11:54:19Z,2018-05-23T11:54:33Z,14000,01529059,44573978,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,SUPERFLUOUS_EME,,,,,4353
7858,I1733363536W44578765," ",2018-05-25T11:36:24Z,2018-05-25T11:37:05Z,41000,01327702,44578765,B,WS2,2018-05-25,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,SUPERFLUOUS_EME,,,,,4353
7859,I1733363536W44572562," ",2018-05-25T11:43:24Z,2018-05-25T11:44:04Z,40000,01226737,44572562,B,WS2,2018-05-25,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,NO_DEFECT,,,,,4353
7860,I1733363536W44578768," ",2018-05-25T11:44:33Z,2018-05-25T11:47:59Z,206000,01525326,44578768,B,WS2,2018-05-25,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,SUPERFLUOUS_EME,,,,,4353
7861,I1733363536W44578771," ",2018-05-25T11:44:31Z,2018-05-25T11:48:00Z,209000,01625723,44578771,B,WS2,2018-05-25,Sc7,DS12_Gr1_EME43_RelA,(order + orderedSetMenu + setMenu).number,SUPERFLUOUS_EME,,,,,4353
7862,I1733363537W44573971," ",2018-05-23T11:49:53Z,2018-05-23T11:50:05Z,12000,01501940,44573971,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),SUPERFLUOUS_EME,,,,,4353
7863,I1733363537W44573988," ",2018-05-23T11:51:14Z,2018-05-23T11:51:48Z,34000,01525408,44573988,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),NO_DEFECT,,,,,4353
7864,I1733363537W44573975," ",2018-05-23T11:51:46Z,2018-05-23T11:52:03Z,17000,01526013,44573975,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),SUPERFLUOUS_EME,,,,,4353
7865,I1733363537W44573977," ",2018-05-23T11:51:53Z,2018-05-23T11:52:17Z,24000,01525664,44573977,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),SUPERFLUOUS_EME,,,,,4353
7866,I1733363537W44573974," ",2018-05-23T11:51:54Z,2018-05-23T11:52:26Z,32000,01417912,44573974,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),NO_DEFECT,,,,,4353
7867,I1733363537W44573978," ",2018-05-23T11:53:46Z,2018-05-23T11:54:18Z,32000,01529059,44573978,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),SUPERFLUOUS_EME,,,,,4353
7868,I1733363537W44573992," ",2018-05-23T11:54:43Z,2018-05-23T11:55:11Z,28000,01527932,44573992,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),NO_DEFECT,,,,,4353
7869,I1733363537W44573991," ",2018-05-23T11:54:41Z,2018-05-23T11:55:13Z,32000,01529872,44573991,B,WS1,2018-05-23,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),NO_DEFECT,,,,,4353
7870,I1733363537W44578765," ",2018-05-25T11:35:30Z,2018-05-25T11:36:23Z,53000,01327702,44578765,B,WS2,2018-05-25,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),NO_DEFECT,,,,,4353
7871,I1733363537W44572562," ",2018-05-25T11:41:25Z,2018-05-25T11:43:23Z,118000,01226737,44572562,B,WS2,2018-05-25,Sc7,DS12_Gr1_EME58_Rel,(order + orderedSetMenu + setMenu),SUPERFLUOUS_EME,,,,,4353
7872,I1733363538W44580778," ",2018-05-26T11:51:37Z,2018-05-26T11:52:06Z,29000,1329436,44580778,B,WS3,2018-05-26,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),NO_DEFECT,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7873,I1733363538W44580770," (order(0..n) + orderedFoodItem + foodItem(1..n))",2018-05-26T11:52:24Z,2018-05-26T11:52:59Z,35000,01429249,44580770,B,WS3,2018-05-26,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),WRONG,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7874,I1733363538W44580766," 1 order should have at least 1 foodItem",2018-05-26T11:52:30Z,2018-05-26T11:54:05Z,95000,01428195,44580766,B,WS3,2018-05-26,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),WRONG,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7875,I1733363538W44580760," ",2018-05-26T11:53:57Z,2018-05-26T11:55:07Z,70000,01634073,44580760,B,WS3,2018-05-26,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),NO_DEFECT,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7876,I1733363538W44580775," (order(0..n) + orderedFoodItem + foodItem(0..n)); minimum one fooditem had to be ordered; critical",2018-05-26T11:55:12Z,2018-05-26T11:56:15Z,63000,01426436,44580775,B,WS3,2018-05-26,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),WRONG,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7877,I1733363538W44609588,"(order(0..n) + orderedFoodItem + foodItem(1..n)) ",2018-06-09T11:46:09Z,2018-06-09T11:46:53Z,44000,01427944,44609588,B,WS4,2018-06-09,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),WRONG_RELM,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7878,I1733363538W44609602," ",2018-06-09T11:46:40Z,2018-06-09T11:47:03Z,23000,01529243,44609602,B,WS4,2018-06-09,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),NO_DEFECT,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7879,I1733363538W44609583,"(order(0..n) + orderedFoodItem + foodItem(1..n)) ",2018-06-09T11:46:23Z,2018-06-09T11:47:07Z,44000,01553105,44609583,B,WS4,2018-06-09,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),WRONG_RELM,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7880,I1733363538W44609593," ",2018-06-09T11:46:32Z,2018-06-09T11:47:32Z,60000,01526015,44609593,B,WS4,2018-06-09,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),NO_DEFECT,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7881,I1733363538W44151172," ",2018-06-09T11:46:32Z,2018-06-09T11:47:33Z,61000,00827622,44151172,B,WS4,2018-06-09,Sc7,DS12_Gr1_EME70_RelM,(order(0..n) + orderedFoodItem + foodItem(0..n)),SUPERFLUOUS_EME,D23,Relationship Order-food_item: multiplicity should be food_item(0..n) not food_item(1..n).,WRONG_RELM,B,4353
7882,I1733363539W44573971," ",2018-05-23T11:49:33Z,2018-05-23T11:49:52Z,19000,01501940,44573971,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,NO_DEFECT,,,,,4353
7883,I1733363539W44573988," ",2018-05-23T11:51:02Z,2018-05-23T11:51:13Z,11000,01525408,44573988,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,NO_DEFECT,,,,,4353
7884,I1733363539W44573975," ",2018-05-23T11:51:33Z,2018-05-23T11:51:45Z,12000,01526013,44573975,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,NO_DEFECT,,,,,4353
7885,I1733363539W44573977," ",2018-05-23T11:51:10Z,2018-05-23T11:51:51Z,41000,01525664,44573977,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,SUPERFLUOUS_EME,,,,,4353
7886,I1733363539W44573974," ",2018-05-23T11:51:39Z,2018-05-23T11:51:53Z,14000,01417912,44573974,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,NO_DEFECT,,,,,4353
7887,I1733363539W44573978," ",2018-05-23T11:53:18Z,2018-05-23T11:53:45Z,27000,01529059,44573978,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,NO_DEFECT,,,,,4353
7888,I1733363539W44573991," ",2018-05-23T11:54:09Z,2018-05-23T11:54:40Z,31000,01529872,44573991,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,SUPERFLUOUS_EME,,,,,4353
7889,I1733363539W44573992," ",2018-05-23T11:54:07Z,2018-05-23T11:54:41Z,34000,01527932,44573992,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,SUPERFLUOUS_EME,,,,,4353
7890,I1733363539W44573980," ",2018-05-23T11:55:16Z,2018-05-23T11:55:29Z,13000,01525403,44573980,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,NO_DEFECT,,,,,4353
7891,I1733363539W44578765," Every food item has a (non-unique) name; Attribute name is defined as a key; critical",2018-05-25T11:34:36Z,2018-05-25T11:35:29Z,53000,01327702,44578765,B,WS2,2018-05-25,Sc7,DS21_Gr1_EME14_EntA,foodItem.name,WRONG,,,,,4353
7892,I1733363540W44573988," ",2018-05-23T11:53:22Z,2018-05-23T11:53:37Z,15000,01525408,44573988,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,NO_DEFECT,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7893,I1733363540W44573971," ",2018-05-23T11:53:06Z,2018-05-23T11:53:48Z,42000,01501940,44573971,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,NO_DEFECT,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7894,I1733363540W44573977," ",2018-05-23T11:53:44Z,2018-05-23T11:54:09Z,25000,01525664,44573977,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,SUPERFLUOUS_EME,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7895,I1733363540W44573974," fooditem.price is not expected to be a key; fooditem has too many keys; critical",2018-05-23T11:54:45Z,2018-05-23T11:55:58Z,73000,01417912,44573974,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,WRONG,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7896,I1733363540W44573975," ",2018-05-23T11:55:53Z,2018-05-23T11:56:16Z,23000,01526013,44573975,B,WS1,2018-05-23,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,NO_DEFECT,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7897,I1733363540W44578765," Every food item has a (non-unique) price; Attribute price is defined as a key; critical",2018-05-25T11:39:17Z,2018-05-25T11:40:09Z,52000,01327702,44578765,B,WS2,2018-05-25,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,WRONG,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7898,I1733363540W44572562," footItem.price should not be part as key; foodItem.price does not need to be part of key; Important Defect",2018-05-25T11:45:15Z,2018-05-25T11:46:24Z,69000,01226737,44572562,B,WS2,2018-05-25,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,WRONG,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7899,I1733363540W44578786," ",2018-05-25T11:48:03Z,2018-05-25T11:49:30Z,87000,01404429,44578786,B,WS2,2018-05-25,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,SUPERFLUOUS_EME,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7900,I1733363540W44578771," ",2018-05-25T11:48:02Z,2018-05-25T11:49:36Z,94000,01625723,44578771,B,WS2,2018-05-25,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,SUPERFLUOUS_EME,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7901,I1733363540W44578770," foodItem.price is not expected to be a key; foodItem.price is a key; critical",2018-05-25T11:48:28Z,2018-05-25T11:50:04Z,96000,01425076,44578770,B,WS2,2018-05-25,Sc7,DS21_Gr1_EME15_EntA,foodItem.price,WRONG,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
7902,I1733363541W44580778," ",2018-05-26T11:56:17Z,2018-05-26T11:56:27Z,10000,1329436,44580778,B,WS3,2018-05-26,Sc7,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),SUPERFLUOUS_EME,,,,,4353
7903,I1733363541W44609602," ",2018-06-09T11:53:03Z,2018-06-09T11:53:17Z,14000,01529243,44609602,B,WS4,2018-06-09,Sc7,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
7904,I1733363541W44609586," ",2018-06-09T11:52:53Z,2018-06-09T11:53:22Z,29000,01328099,44609586,B,WS4,2018-06-09,Sc7,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
7905,I1733363541W44609583," ",2018-06-09T11:53:32Z,2018-06-09T11:53:46Z,14000,01553105,44609583,B,WS4,2018-06-09,Sc7,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),SUPERFLUOUS_EME,,,,,4353
7906,I1733363541W44609594," ",2018-06-09T11:53:43Z,2018-06-09T11:53:58Z,15000,01426086,44609594,B,WS4,2018-06-09,Sc7,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
7907,I1733363541W44609593," ",2018-06-09T11:54:15Z,2018-06-09T11:54:29Z,14000,01526015,44609593,B,WS4,2018-06-09,Sc7,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
7908,I1733363541W44609588," ",2018-06-09T11:53:24Z,2018-06-09T11:54:54Z,90000,01427944,44609588,B,WS4,2018-06-09,Sc7,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
7909,I1733363541W44609582," ",2018-06-09T11:55:10Z,2018-06-09T11:55:21Z,11000,01427727,44609582,B,WS4,2018-06-09,Sc7,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),SUPERFLUOUS_EME,,,,,4353
7910,I1733363541W44151172,"Multiplicity is not given. Multiplicity should be  	(foodItem(1, n) + isPartOf + setMenu(0, n)) ",2018-06-09T11:55:12Z,2018-06-09T11:56:33Z,81000,00827622,44151172,B,WS4,2018-06-09,Sc7,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),WRONG_RELM,,,,,4353
7911,I1733363542W44573971," ",2018-05-23T11:46:15Z,2018-05-23T11:46:29Z,14000,01501940,44573971,B,WS1,2018-05-23,Sc7,DS31_Gr1_EME06_Ent,recipe,SUPERFLUOUS_EME,,,,,4353
